,is_home,is_home
,count,home_tweet_ratio
codigo,,
0.0,32560,0.08897420147420147
20010101.0,12746,0.16209006747214813
20010201.0,340,0.6294117647058823
20010202.0,890,0.9056179775280899
20010203.0,2157,0.9350950394065832
20010204.0,722,0.4307479224376731
20010205.0,294,0.43537414965986393
20010206.0,62,0.0
20010207.0,41,0.0
20010208.0,6,0.0
20010209.0,216,0.9537037037037037
20010210.0,11,0.0
20010211.0,367,0.7520435967302452
20010212.0,1092,0.3489010989010989
20010213.0,24,0.0
20010214.0,75,0.7333333333333333
20010215.0,19,0.0
20010216.0,288,0.0
20010217.0,62,0.6451612903225806
20010218.0,171,0.8947368421052632
20010219.0,677,0.983751846381093
20010301.0,317,0.8138801261829653
20010302.0,211,0.2037914691943128
20010303.0,455,0.832967032967033
20010304.0,219,0.0
20010305.0,343,0.0
20010306.0,243,0.0
20010307.0,145,0.0
20010308.0,485,0.0
20010309.0,156,0.0
20010310.0,113,0.0
20010311.0,89,0.0
20010312.0,201,0.12437810945273632
20010313.0,24,0.0
20010314.0,21,0.0
20010315.0,30,0.0
20010316.0,11,0.0
20010317.0,119,0.0
20010318.0,141,0.0
20010319.0,469,0.7142857142857143
20010320.0,188,0.1595744680851064
20010321.0,11042,0.09907625430175693
20010322.0,172,0.0
20010323.0,116,0.4396551724137931
20010401.0,2722,0.43534166054371787
20010402.0,2364,0.19120135363790186
20010403.0,2256,0.24778368794326242
20010404.0,1581,0.25363693864642634
20010405.0,1320,0.4409090909090909
20010406.0,1209,0.5318444995864351
20010407.0,1557,0.3044315992292871
20010408.0,1894,0.6182682154171066
20010501.0,952,0.037815126050420166
20010502.0,2469,0.08626974483596597
20010503.0,4101,0.5701048524750061
20010504.0,2414,0.5451532725766363
20010505.0,4210,0.6629453681710213
20010506.0,2405,0.3675675675675676
20010507.0,3229,0.2777949829668628
20010601.0,3274,0.4007330482590104
20010602.0,1967,0.5312658871377732
20010603.0,3347,0.5135942635195697
20010604.0,2251,0.4953354064860062
20010605.0,786,0.035623409669211195
20010606.0,1164,0.0
20010607.0,1714,0.34772462077012833
20010608.0,1324,0.3104229607250755
20010609.0,2847,0.579206181945908
20010610.0,3039,0.3260941099045739
20010701.0,2230,0.331390134529148
20010702.0,7047,0.10458351071377892
20010703.0,2242,0.0352363960749331
20010704.0,1807,0.17819590481460984
20010705.0,2712,0.3421828908554572
20010706.0,1436,0.05222841225626741
20010707.0,2932,0.19065484311050476
20010708.0,1635,0.13516819571865443
20010709.0,1299,0.3371824480369515
20010710.0,1542,0.29507133592736706
20010711.0,5188,0.09599074787972244
20010712.0,3094,0.40853264382676147
20010713.0,8143,0.22596094805354291
20010801.0,3079,0.5170509905813576
20010802.0,1929,0.26490409538621046
20010803.0,8619,0.1493212669683258
20010804.0,2335,0.4235546038543897
20010805.0,2559,0.416568972254787
20010806.0,2678,0.4817027632561613
20010807.0,4881,0.550501946322475
20010808.0,2132,0.5853658536585366
20010809.0,937,0.34044823906083244
20010810.0,3967,0.5021426770859592
20010901.0,2874,0.6572720946416145
20010902.0,10042,0.2380003983270265
20010903.0,27225,0.1670156106519743
20010904.0,1662,0.17388688327316487
20010905.0,1996,0.3216432865731463
20010906.0,5057,0.5028673126359502
20010907.0,1815,0.0815426997245179
20010908.0,1351,0.2990377498149519
20010909.0,4516,0.07816651904340124
20010910.0,8135,0.2263060848186847
20010911.0,1570,0.27388535031847133
20010912.0,2393,0.162975344755537
20010913.0,2828,0.3412305516265912
20010914.0,6738,0.07049569605224103
20010915.0,3170,0.08643533123028391
20010916.0,9845,0.25170137125444386
20010917.0,7589,0.17999736460666754
20010918.0,1987,0.12783090085556115
20010919.0,6928,0.1821593533487298
20011001.0,1749,0.012578616352201259
20011002.0,1565,0.339297124600639
20011003.0,2568,0.46845794392523366
20011004.0,1948,0.29876796714579057
20011005.0,2494,0.5421010425020049
20011006.0,1645,0.3525835866261398
