,is_home,is_home
,count,home_tweet_ratio
codigo,,
0.0,7058,0.020260697081326155
20010101.0,2406,0.04197838736492103
20010201.0,19,0.0
20010202.0,14,0.0
20010203.0,5,0.0
20010204.0,127,0.48031496062992124
20010205.0,2,0.0
20010206.0,3,0.0
20010207.0,5,0.0
20010208.0,2,0.0
20010209.0,1,0.0
20010210.0,1,0.0
20010211.0,3,0.0
20010212.0,54,0.0
20010214.0,2,0.0
20010215.0,4,0.0
20010216.0,69,0.5652173913043478
20010218.0,6,0.0
20010219.0,2,0.0
20010301.0,79,0.0
20010302.0,7,0.0
20010303.0,5,0.0
20010304.0,3,0.0
20010305.0,2,0.0
20010306.0,8,0.0
20010307.0,3,0.0
20010308.0,9,0.0
20010309.0,8,0.0
20010310.0,1,0.0
20010311.0,9,0.0
20010312.0,18,0.0
20010313.0,1,0.0
20010314.0,2,0.0
20010315.0,4,0.0
20010319.0,6,0.0
20010320.0,20,0.0
20010321.0,2992,0.061163101604278076
20010322.0,26,0.0
20010323.0,6,0.0
20010401.0,261,0.0
20010402.0,555,0.11711711711711711
20010403.0,424,0.1721698113207547
20010404.0,197,0.0
20010405.0,119,0.0
20010406.0,99,0.0
20010407.0,391,0.40664961636828645
20010408.0,124,0.0
20010501.0,343,0.0
20010502.0,553,0.0
20010503.0,613,0.18923327895595432
20010504.0,736,0.24728260869565216
20010505.0,351,0.0
20010506.0,623,0.11717495987158909
20010507.0,559,0.059033989266547404
20010601.0,623,0.26163723916532905
20010602.0,165,0.15151515151515152
20010603.0,1066,0.42870544090056284
20010604.0,365,0.0
20010605.0,270,0.1962962962962963
20010606.0,399,0.0
20010607.0,388,0.14690721649484537
20010608.0,271,0.09225092250922509
20010609.0,357,0.4789915966386555
20010610.0,265,0.09433962264150944
20010701.0,359,0.0
20010702.0,2520,0.02619047619047619
20010703.0,922,0.21800433839479394
20010704.0,987,0.4447821681864235
20010705.0,527,0.22960151802656548
20010706.0,424,0.0
20010707.0,451,0.0
20010708.0,304,0.08552631578947369
20010709.0,386,0.5932642487046632
20010710.0,428,0.08177570093457943
20010711.0,1439,0.17512161223071576
20010712.0,415,0.0
20010713.0,2603,0.20783711102573954
20010801.0,352,0.14772727272727273
20010802.0,404,0.0
20010803.0,2645,0.2941398865784499
20010804.0,672,0.3854166666666667
20010805.0,345,0.0
20010806.0,471,0.0
20010807.0,932,0.20064377682403434
20010808.0,156,0.0
20010809.0,301,0.11295681063122924
20010810.0,490,0.14285714285714285
20010901.0,197,0.0
20010902.0,2210,0.03574660633484163
20010903.0,6629,0.11630713531452708
20010904.0,416,0.10817307692307693
20010905.0,410,0.10975609756097561
20010906.0,491,0.0
20010907.0,416,0.5360576923076923
20010908.0,409,0.05867970660146699
20010909.0,1169,0.21043627031650983
20010910.0,2056,0.0646887159533074
20010911.0,233,0.0
20010912.0,725,0.08413793103448276
20010913.0,541,0.07948243992606285
20010914.0,1965,0.020356234096692113
20010915.0,551,0.0
20010916.0,2461,0.1414059325477448
20010917.0,1751,0.08623643632210165
20010918.0,728,0.2733516483516483
20010919.0,2409,0.1415525114155251
20011001.0,283,0.0
20011002.0,437,0.2585812356979405
20011003.0,645,0.2527131782945736
20011004.0,337,0.49258160237388726
20011005.0,226,0.0
20011006.0,100,0.0
20011007.0,331,0.16314199395770393
20011008.0,449,0.0
20011009.0,206,0.16990291262135923
20011010.0,255,0.4627450980392157
20011011.0,361,0.0
20011012.0,1614,0.26394052044609667
20011013.0,1684,0.24406175771971497
20011014.0,550,0.034545454545454546
20011101.0,361,0.22714681440443213
20011102.0,1254,0.07416267942583732
20011103.0,507,0.13609467455621302
20011104.0,319,0.0
20011105.0,184,0.45108695652173914
20011106.0,431,0.08816705336426914
20011107.0,190,0.0
20011108.0,476,0.0546218487394958
20011109.0,262,0.0
20011110.0,167,0.0
20011111.0,575,0.12347826086956522
20011112.0,452,0.2013274336283186
20011113.0,211,0.0
